nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId,
MARMD-1,T_MARMD-1,,,EDF Energy Customers Limited,T,TRUE,T_MARMD-1,LENCO,-8,0,C,-0.0122086,-1.924,-1.924,0,0,FALSE,FALSE,,,,
MDHLW-1,2__PSTAT002,48W00000MDHLW-1P,WIND,Statkraft Markets Gmbh,S,TRUE,STAT P3 North Scotland,STATKRA1,0,76,C,-0.0256767,0,0,15.96,15.96,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,,
MDLWH-1,E_MDLWH-1,,,Conrad Energy (Trading) Ltd,E,TRUE,Middlewich,CONRAD,0,20,C,0.0067798,0,0,8,8,TRUE,FALSE,_D,Merseyside and North Wales,,
MEADD-1,T_MEADD-1,,,ENGIE Power Limited,T,TRUE,Caledonian Paper,RWETDL,-50.1,22,C,-0.0122086,-12.44,-12.44,5.463,5.463,FALSE,FALSE,,,,
MEDP-1,T_MEDP-1,48W000000MEDP-12,CCGT,Medway Power Ltd,T,TRUE,Medway Power,MEDWAY,-20,750,P,0.0084878,-8,-8,300,300,TRUE,FALSE,,,,
MID-ATL01,2__EIMPO000,,,SSE Energy Supply Limited,G,TRUE,2__EIMPO000,SSE,-148.776,0,C,0.0150195,-99.412,-77.23,0,0,FALSE,FALSE,_E,Midlands,,
MID-AXPO1,2__EAXPO000,,,AXPO UK LIMITED,G,FALSE,2__EAXPO000,EGLUK,-23,35,C,0.0150195,1.417,-0.941,-2.156,1.432,FALSE,FALSE,_E,Midlands,,
MID-BGS01,2__EBGAS000,,,British Gas Trading Ltd,G,TRUE,2__EBGAS000,BRITGAS,-171.445,0,C,0.0150195,-77.133,-80.613,0,0,FALSE,FALSE,_E,Midlands,,
MID-BIZ01,2__EBIZZ000,,,British Gas Trading Ltd,G,TRUE,2__EBIZZ000,BRITGAS,-56.641,0,C,0.0150195,-29.227,-23.534,0,0,FALSE,FALSE,_E,Midlands,,
MID-EAS01,2__EEELC000,,,E.ON Energy Solutions Limited,G,TRUE,2__EEELC000,PGENERGY,0,0,C,0.0097251,0,0,0,0,FALSE,FALSE,_E,Midlands,,
MID-EDF01,2__EEDFE000,,,EDF Energy Customers Limited,G,TRUE,EDFE_MANWEB,LENCO,-220,0,C,0.0150195,-119.042,-123.024,0,0,FALSE,FALSE,_E,Midlands,,
MID-EDR01,2__EEDIR000,,,British Gas Trading Ltd,G,TRUE,2__EEDIR000,BRITGAS,0,0,C,0.0150195,0,0,0,0,FALSE,FALSE,_E,Midlands,,
MID-ENR01,2__EENRD000,,,British Gas Trading Ltd,G,TRUE,2__EENRD000,BRITGAS,-233.642,0,C,0.0150195,-133.573,-95.583,0,0,FALSE,FALSE,_E,Midlands,,
MID-EON01,2__EEOND000,,,E.ON Next Energy Ltd,G,TRUE,2__EEOND000,NITTWO01,-466,2,C,0.0150195,-249.916,-249.683,1.073,1.072,FALSE,FALSE,_E,Midlands,,
MID-EST01,2__EEENG000,,,E.ON Energy Solutions Limited,G,TRUE,2__EEENG000,PGENERGY,0,0,C,0.0126236,0,0,0,0,FALSE,FALSE,_E,Midlands,,
MID-GDF01,2__ERWED000,,,ENGIE Power Limited,G,TRUE,2__ERWED000,RWETDL,-122,12,C,0.0150195,-86.352,-47.385,8.494,4.661,FALSE,FALSE,_E,Midlands,,
MID-HPW01,2__EHPOW000,,,Drax Energy Solutions Limited,G,TRUE,2__EHPOW000,HAVEN,-251.859,19.6,C,0.0150195,-190.733,-144.718,14.843,11.262,FALSE,FALSE,_E,Midlands,,
MID-HVN01,2__EHAVE000,,,Drax Energy Solutions Limited,G,TRUE,2__EHAVE000,HAVEN,0,0,C,0.0150195,0,0,0,0,FALSE,FALSE,_E,Midlands,,
MID-INE01,2__EINDE000,,,npower limited,G,TRUE,INDE MIDLANDS,NEEB,-8.22,0,C,0.0134244,-2.16,-1.504,0,0,FALSE,FALSE,_E,Midlands,,
MID-LON01,2__ELOND000,,,EDF Energy Customers Limited,G,TRUE,LE Default BMUid MIDE,LENCO,-300,0,C,0.0150195,-182.64,-128.22,0,0,FALSE,FALSE,_E,Midlands,,
MID-MEC01,2__ENUCE000,,,NDA,G,FALSE,2__ENUCE000,MAGNOX,0,0,C,0.0150195,0,0,0,0,FALSE,FALSE,_E,Midlands,,
MID-MID01,2__EMIDE000,,,Npower Limited,G,TRUE,NPEC Midlands Area MIDE,NPOWER01,-46.94,0,C,0.0134244,-27.08,-28.295,0,0,FALSE,FALSE,_E,Midlands,,
MID-MNW01,2__EMANW000,,,SP Energy Retail Ltd,G,FALSE,2__EMANW000,SPSUP01,-1,0,C,0.0150195,-0.507,-0.512,0,0,FALSE,FALSE,_E,Midlands,,
MID-NEE01,2__ENEEB000,,,npower limited,G,TRUE,2__ENEEB000,NEEB,-27.22,0,C,0.0134244,-17.407,-16.574,0,0,FALSE,FALSE,_E,Midlands,,
MID-NPE01,2__ENATP000,,,Npower Commercial Gas Limited,G,TRUE,NPEC Midlands Area NATP,NPOWER02,-302,2,C,0.0150195,-196.421,-135.507,1.301,0.897,FALSE,FALSE,_E,Midlands,,
MID-NWP01,2__ENORW000,,,E.ON Energy Solutions Limited,G,TRUE,2__ENORW000,PGENERGY,0,0,C,0.0119732,0,0,0,0,FALSE,FALSE,_E,Midlands,,
MID-OCT01,2__EMRCY000,,,Octopus Energy Limited,G,TRUE,2__EMRCY000,MERCURY,-532.443,0,C,0.0150195,-278.361,-287.2,0,0,FALSE,FALSE,_E,Midlands,,
MID-OGA01,2__EOGAS000,,,British Gas Trading Ltd,G,TRUE,2__EOGAS000,BRITGAS,-8,0,C,0.0150195,-4.079,-2.681,0,0,FALSE,FALSE,_E,Midlands,,
MID-OVO01,2__EOVOE000,,,OVO Electricity Ltd,G,FALSE,2__EOVOE000,OVOE,-163.62,0,C,0.0150195,-77.556,-81.352,0,0,FALSE,FALSE,_E,Midlands,,
MID-PGE01,2__EEMEB000,,,E.ON Energy Solutions Limited,G,TRUE,2__EEMEB000,PGENERGY,0,0,C,0.0150195,0,0,0,0,FALSE,FALSE,_E,Midlands,,
MID-PGU01,2__EPGEN000,,,E.ON UK plc,G,TRUE,2__EPGEN000,POWERGEN,0,0,C,0.0150195,0,0,0,0,FALSE,FALSE,_E,Midlands,,
MID-RNW01,2__ERENC000,,,ECOTRICITY LIMITED,G,FALSE,2__ERENC000,RENC,0,0,C,0.0150195,0,0,0,0,FALSE,FALSE,_E,Midlands,,
MID-SEE01,2__ESEEB000,,,EDF Energy Customers Limited,G,TRUE,2__ESEEB000,LENCO,-8,0,C,0.0150195,-4.62,-3.733,0,0,FALSE,FALSE,_E,Midlands,,
MID-SEL01,2__ESMAR000,,,Smartestenergy Limited,G,TRUE,2__ESMAR000,SMARTEST,-160.05,0,C,0.0150195,-118.213,-84.778,0,0,FALSE,FALSE,_E,Midlands,,
MID-SPC01,2__ESPOW000,,,SP Energy Retail Ltd,G,TRUE,2__ESPOW000,SPSUP01,-240.8,0,C,0.0150195,-140.049,-130.634,0,0,FALSE,FALSE,_E,Midlands,,
MID-SSE01,2__EHYDE000,,,OVO Electricity Ltd,G,FALSE,SSE SBMU1 - Midlands GSPG,OVOE,0,0,C,0.0150195,0,0,0,0,FALSE,FALSE,_E,Midlands,,
MID-STH01,2__ESOUT000,,,OVO Electricity Ltd,G,TRUE,SE SBMU1 - Midlands GSPG,OVOE,0,0,C,0.0150195,0,0,0,0,FALSE,FALSE,_E,Midlands,,
MID-SWA01,2__ESWAE000,,,OVO Electricity Ltd,G,TRUE,SWA SBMU1 - Midlands GSPG,OVOE,0,0,C,0.0150195,0,0,0,0,FALSE,FALSE,_E,Midlands,,
MID-SWT01,2__ESWEB000,,,EDF Energy Customers Limited,G,TRUE,SWEB Default BMUid MIDE,LENCO,0,0,C,0.0150195,0,0,0,0,FALSE,FALSE,_E,Midlands,,
MID-SYM01,2__ESYMB000,,,E.ON Next Energy Ltd,G,TRUE,2__ESYMB000,NITTWO01,0,0,C,0.0199884,0,0,0,0,FALSE,FALSE,_E,Midlands,,
MID-TFE01,2__ETGPL000,,,TotalEnergies Gas & Power Ltd,G,TRUE,2__ETGPL000,TFEGP,-301.183,30,C,0.0150195,-148.182,-105.023,14.76,10.461,FALSE,FALSE,_E,Midlands,,
MID-TIL01,2__ETILL000,,,British Gas Trading Ltd,G,TRUE,2__ETILL000,BRITGAS,-393.55,0,C,0.0150195,-196.263,-202.678,0,0,FALSE,FALSE,_E,Midlands,,
MID-YEP01,2__EYELG000,,,npower limited,G,TRUE,_E  Default BM Midlands,YE,-0.06,0,C,0.0134244,-0.033,-0.034,0,0,FALSE,FALSE,_E,Midlands,,
MIDMW-1,T_MIDMW-1,48W00000MIDMW-19,WIND,OnPath Energy Limited,T,TRUE,MIDDLE MUIR WIND FARM,BANKSREN,-1,51,P,-0.0122086,-0.4,-0.4,20.4,20.4,TRUE,FALSE,,,,
MILWW-1,T_MILWW-1,48W00000MILWW-1M,WIND,Millennium Wind Energy Ltd,T,TRUE,MILWW,MILLEN07,-1,65,P,-0.0256767,-0.4,-0.4,26,26,TRUE,FALSE,,,,
MINSW-1,E_MINSW-1,48W00000MINSW-1U,WIND,Mobius Renewables Gen. (GB),E,TRUE,Minsca Wind Farm,AIRGEN,-0.26,38.123,C,-0.0122086,-0.104,-0.104,15.249,15.249,TRUE,FALSE,_N,SOUTH of SCOTLAND GSP,,
MJERE000,2__MJERE000,,,Shell Energy UK Limited,G,FALSE,2__MJERE000,AMPERE,0,0,C,-0.0079685,0,0,0,0,FALSE,FALSE,_M,Yorkshire,,
MKFRB-1,T_MKFRB-1,48W00000MKFRB-15,,HD777FRY Ltd,T,TRUE,Monk Fryston,CESMON01,-57,57,P,0.0044623,-5.335,-5.335,5.335,5.335,TRUE,FALSE,,,,
MKHLW-1,T_MKHLW-1,48W00000MKHLW-1D,WIND,SP Renewables (UK) Limited,T,TRUE,Mark Hill,SPCRE01,-2.5,52,P,-0.0122086,-1,-1,20.8,20.8,TRUE,FALSE,,,,
MNW-ATL01,2__DIMPO000,,,SSE Energy Supply Limited,G,TRUE,2__DIMPO000,SSE,-79.8,0,C,0.0067798,-51.192,-42.996,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-AXPO1,2__DAXPO000,,,AXPO UK LIMITED,G,FALSE,2__DAXPO000,EGLUK,-12,6,C,0.0067798,-5.077,-3.982,2.539,1.991,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-BGS01,2__DBGAS000,,,British Gas Trading Ltd,G,TRUE,2__DBGAS000,BRITGAS,-109.862,12.197,C,0.0067798,-49.735,-52.437,5.522,5.822,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-BIZ01,2__DBIZZ000,,,British Gas Trading Ltd,G,TRUE,2__DBIZZ000,BRITGAS,-36.012,3.494,C,0.0067798,-18.024,-14.823,1.749,1.438,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-EAS01,2__DEELC000,,,E.ON Energy Solutions Limited,G,TRUE,2__DEELC000,PGENERGY,0,0,C,-0.002826,0,0,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-EDF01,2__DEDFE000,,,EDF Energy Customers Limited,G,TRUE,EDFE_Midlands,LENCO,-120,0,C,0.0067798,-63.624,-66.312,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-EDR01,2__DEDIR000,,,British Gas Trading Ltd,G,TRUE,2__DEDIR000,BRITGAS,0,0,C,0.0067798,0,0,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-ENR01,2__DENRD000,,,British Gas Trading Ltd,G,TRUE,2__DENRD000,BRITGAS,-96,16,C,0.0067798,-53.107,-40.742,8.851,6.79,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-EON01,2__DEOND000,,,E.ON Next Energy Ltd,G,TRUE,2__DEOND000,NITTWO01,-184,40,C,0.0067798,-99.305,-97.483,21.588,21.192,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-EST01,2__DEENG000,,,E.ON Energy Solutions Limited,G,TRUE,2__DEENG000,PGENERGY,0,0,C,0.0026707,0,0,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-GDF01,2__DRWED000,,,ENGIE Power Limited,G,TRUE,2__DRWED000,RWETDL,-62,10,C,0.0067798,-30.089,-22.283,4.853,3.594,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-HPW01,2__DHPOW000,,,Drax Energy Solutions Limited,G,TRUE,2__DHPOW000,HAVEN,-113.709,0.12,C,0.0067798,-89.148,-75.662,0.094,0.08,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-HVN01,2__DHAVE000,,,Drax Energy Solutions Limited,G,TRUE,2__DHAVE000,HAVEN,0,51.08,C,0.0067798,0,0,10.727,10.727,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-INE01,2__DINDE000,,,npower limited,G,TRUE,INDE MANWEB,NEEB,-10.32,0,C,0.0028532,-4.281,-3.487,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-LON01,2__DLOND000,,,EDF Energy Customers Limited,G,TRUE,LE Default BMUid MANW,LENCO,-661.206,0,C,0.0067798,-440.694,-342.703,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-MEC01,2__DNUCE000,,,NDA,G,FALSE,2__DNUCE000,MAGNOX,0,0,C,0.0067798,0,0,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-MID01,2__DMIDE000,,,Npower Limited,G,TRUE,NPEC MANWEB Area MIDE,NPOWER01,-2.3,0,C,0.0028532,-1.236,-1.305,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-MNW01,2__DMANW000,,,SP Energy Retail Ltd,G,TRUE,2__DMANW000,SPSUP01,-155.6,0,C,0.0067798,-81.021,-83.791,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-NEE01,2__DNEEB000,,,npower limited,G,TRUE,2__DNEEB000,NEEB,-8.5,0,C,0.0028532,-5.024,-4.944,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-NPE01,2__DNATP000,,,Npower Commercial Gas Limited,G,TRUE,NPEC MANWEB Area NATP,NPOWER02,-202,6,C,0.0067798,-141.097,-117.322,4.191,3.485,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-NWP01,2__DNORW000,,,E.ON Energy Solutions Limited,G,TRUE,2__DNORW000,PGENERGY,0,0,C,0.0007899,0,0,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-OCT01,2__DMRCY000,,,Octopus Energy Limited,G,TRUE,2__DMRCY000,MERCURY,-270.343,33.671,C,0.0067798,-129.738,-136.172,16.159,16.96,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-OGA01,2__DOGAS000,,,British Gas Trading Ltd,G,TRUE,2__DOGAS000,BRITGAS,-4,0,C,0.0067798,-2.034,-1.609,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-OVO01,2__DOVOE000,,,OVO Electricity Ltd,G,FALSE,2__DOVOE000,OVOE,-79,13.8,C,0.0067798,-36.285,-38.9,6.338,6.795,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-PGE01,2__DEMEB000,,,E.ON Energy Solutions Limited,G,TRUE,2__DEMEB000,PGENERGY,0,0,C,0.0067798,0,0,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-PGU01,2__DPGEN000,,,E.ON UK plc,G,TRUE,2__DPGEN000,POWERGEN,0,0,C,0.0067798,0,0,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-RNW01,2__DRENC000,,,ECOTRICITY LIMITED,G,FALSE,2__DRENC000,RENC,0,0,C,0.0067798,0,0,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-SEE01,2__DSEEB000,,,EDF Energy Customers Limited,G,TRUE,2__DSEEB000,LENCO,-2,0,C,0.0067798,-1.044,-0.986,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-SEL01,2__DSMAR000,,,Smartestenergy Limited,G,TRUE,2__DSMAR000,SMARTEST,-103.122,0,C,0.0067798,-79.352,-60.935,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-SPC01,2__DSPOW000,,,SP Energy Retail Ltd,G,TRUE,2__DSPOW000,SPSUP01,-106.8,0,C,0.0067798,-63.503,-59.819,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-SSE01,2__DHYDE000,,,OVO Electricity Ltd,G,TRUE,SSE SBMU1 - Manweb GSPG,OVOE,0,0,C,0.0067798,0,0,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-STH01,2__DSOUT000,,,OVO Electricity Ltd,G,TRUE,SE SBMU1 - Manweb GSPG,OVOE,0,0,C,0.0067798,0,0,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-SWA01,2__DSWAE000,,,OVO Electricity Ltd,G,TRUE,SWA SBMU1 - Manweb GSPG,OVOE,0,0,C,0.0067798,0,0,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-SWT01,2__DSWEB000,,,EDF Energy Customers Limited,G,TRUE,SWEB Default BMUid MANW,LENCO,0,0,C,0.0067798,0,0,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-SYM01,2__DSYMB000,,,E.ON Next Energy Ltd,G,TRUE,2__DSYMB000,NITTWO01,0,0,C,0.0037283,0,0,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-TFE01,2__DTGPL000,,,TotalEnergies Gas & Power Ltd,G,TRUE,2__DTGPL000,TFEGP,-192.051,10,C,0.0067798,-139.756,-119.936,7.277,6.245,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-TIL01,2__DTILL000,,,British Gas Trading Ltd,G,TRUE,2__DTILL000,BRITGAS,-244.294,26.23,C,0.0067798,-120.755,-125.86,12.965,13.514,FALSE,FALSE,_D,Merseyside and North Wales,,
MNW-YEP01,2__DYELG000,,,npower limited,G,TRUE,_D  Default BM MANWEB,YE,-0.04,0,C,0.0028532,-0.019,-0.02,0,0,FALSE,FALSE,_D,Merseyside and North Wales,,
MORFL-1,E_MORFL-1,,,Conrad Energy (Trading) Ltd,E,TRUE,Moorfield Drive,CONRAD,-1,20,C,-0.0021896,-0.4,-0.4,8,8,TRUE,FALSE,_G,North Western,,
MOSED-1,T_MOSED-1,,,Shell Energy UK Limited,T,FALSE,T_MOSED-1,AMPERE,-22.928,0,C,-0.0122086,-15.667,-15.667,0,0,FALSE,FALSE,,,,
MOSWD-1,T_EXMOSSD-1,,,Orsted Power Sales (UK) Ltd,T,TRUE,Exxon Mossmoran,MAGNETIC,-20,4,C,-0.0070039,-18.574,-18.574,3.715,3.715,FALSE,FALSE,,,,
MOWEO-1,T_MOWEO-1,48W000000MOWEO11,WIND,Moray Offshore Wind East Ltd,T,TRUE,Moray East OWF1,MOWEL,-4.089,300,P,-0.0256767,-1.636,-1.636,120,120,TRUE,FALSE,,,,
MOWEO-2,T_MOWEO-2,48W00000MOWEO-2Y,WIND,Moray Offshore Wind East Ltd,T,TRUE,Moray East OWF2,MOWEL,-5.304,300,P,-0.0256767,-2.122,-2.122,120,120,TRUE,FALSE,,,,
MOWEO-3,T_MOWEO-3,48W00000MOWEO-3W,WIND,Moray Offshore Wind East Ltd,T,TRUE,Moray East OWF3,MOWEL,-3.304,300,P,-0.0256767,-1.322,-1.322,120,120,TRUE,FALSE,,,,
MOWWO-1,T_MOWWO-1,48W00000MOWWO-1K,WIND,Moray Offshore Wind West Ltd,T,TRUE,Moray West OWF1,MOWWL,-2.05,215,P,-0.0256767,-0.82,-0.82,86,86,TRUE,FALSE,,,,
MOWWO-2,T_MOWWO-2,48W00000MOWWO-2I,WIND,Moray Offshore Wind West Ltd,T,TRUE,Moray West OWF2,MOWWL,-2.675,215,P,-0.0256767,-1.07,-1.07,86,86,TRUE,FALSE,,,,
MOWWO-3,T_MOWWO-3,48W00000MOWWO-3G,WIND,Moray Offshore Wind West Ltd,T,TRUE,Moray West OWF3,MOWWL,-1.425,143,P,-0.0256767,-0.57,-0.57,57.2,57.2,TRUE,FALSE,,,,
MOWWO-4,T_MOWWO-4,48W00000MOWWO-4E,WIND,Moray Offshore Wind West Ltd,T,TRUE,Moray West OWF4,MOWWL,-2.5,287,P,-0.0256767,-1,-1,114.8,114.8,TRUE,FALSE,,,,
MOYEW-1,E_MOYEW-1,,WIND,Eneco Energy Trade,E,TRUE,Moy Windfarm,ENECOUK,-0.4,60,C,-0.0256767,-0.16,-0.16,24,24,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,,
MRWD-1,T_MRWD-1,48W000000MRWD-1P,CCGT,Marchwood Power Limited,T,TRUE,Marchwood Power Ltd,MPL,-15,920,P,0.0160206,-6,-6,368,368,TRUE,FALSE,,,,
MYGPW-1,T_MYGPW-1,,WIND,Minnygap Energy Limited,T,TRUE,Minnygap Wind Farm,MEL,-0.4,25,P,-0.0122086,-0.16,-0.16,10,10,TRUE,FALSE,,,,
NANT-1,T_NANT-1,48W000000NANT-1R,NPSHYD,SSE Generation Ltd,T,TRUE,Nant,SSEGEN,-0.238,20,P,-0.0256767,-0.095,-0.095,8,8,TRUE,FALSE,,,,
NEE-ATL01,2__FIMPO000,,,SSE Energy Supply Limited,G,TRUE,2__FIMPO000,SSE,-103.606,0,C,-0.0095682,-72.338,-61.428,0,0,FALSE,FALSE,_F,_F - Northern,,
NEE-AXPO1,2__FAXPO000,,,AXPO UK LIMITED,G,FALSE,2__FAXPO000,EGLUK,-8,20,C,-0.0095682,3.974,4.002,-9.934,-10.004,FALSE,FALSE,_F,_F - Northern,,
NEE-BGS01,2__FBGAS000,,,British Gas Trading Ltd,G,TRUE,2__FBGAS000,BRITGAS,-40,0,C,-0.0095682,-18.208,-19.064,0,0,FALSE,FALSE,_F,_F - Northern,,
NEE-BIZ01,2__FBIZZ000,,,British Gas Trading Ltd,G,TRUE,2__FBIZZ000,BRITGAS,-29.718,0,C,-0.0095682,-16.054,-12.874,0,0,FALSE,FALSE,_F,_F - Northern,,
NEE-DON01,2__FMAGN000,,,Orsted Power Sales (UK) Ltd,G,TRUE,2__FMAGN000,MAGNETIC,0,0,C,-0.0077812,0,0,0,0,FALSE,FALSE,_F,_F - Northern,,
NEE-EAS01,2__FEELC000,,,E.ON Energy Solutions Limited,G,TRUE,2__FEELC000,PGENERGY,0,0,C,-0.0077906,0,0,0,0,FALSE,FALSE,_F,NORTHERN,,
NEE-EDF01,2__FEDFE000,,,EDF Energy Customers Limited,G,TRUE,EDFE_Northern,LENCO,-150,0,C,-0.0095682,-81.09,-83.955,0,0,FALSE,FALSE,_F,_F - Northern,,
NEE-EDR01,2__FEDIR000,,,British Gas Trading Ltd,G,TRUE,2__FEDIR000,BRITGAS,0,0,C,-0.0095682,0,0,0,0,FALSE,FALSE,_F,_F - Northern,,
NEE-ENR01,2__FENRD000,,,British Gas Trading Ltd,G,TRUE,2__FENRD000,BRITGAS,-113.362,24,C,-0.0095682,-64.616,-45.934,13.68,9.725,FALSE,FALSE,_F,_F - Northern,,
NEE-EON01,2__FEOND000,,,E.ON Next Energy Ltd,G,TRUE,2__FEOND000,NITTWO01,-246,2,C,-0.0095682,-124.722,-127.305,1.014,1.035,FALSE,FALSE,_F,_F - Northern,,
NEE-EST01,2__FEENG000,,,E.ON Energy Solutions Limited,G,TRUE,2__FEENG000,PGENERGY,0,0,C,-0.0077812,0,0,0,0,FALSE,FALSE,_F,NORTHERN,,
NEE-GDF01,2__FRWED000,,,ENGIE Power Limited,G,TRUE,2__FRWED000,RWETDL,-102,24,C,-0.0095682,-60.751,-50.867,14.294,11.969,FALSE,FALSE,_F,_F - Northern,,
NEE-HPW01,2__FHPOW000,,,Drax Energy Solutions Limited,G,TRUE,2__FHPOW000,HAVEN,-156.42,12,C,-0.0095682,-124.198,-104.332,9.528,8.004,FALSE,FALSE,_F,_F - Northern,,
NEE-HVN01,2__FHAVE000,,,Drax Energy Solutions Limited,G,TRUE,2__FHAVE000,HAVEN,0,34.98,C,-0.0095682,0,0,7.346,7.346,FALSE,FALSE,_F,_F - Northern,,
NEE-LON01,2__FLOND000,,,EDF Energy Customers Limited,G,TRUE,LE Default BMUid NEEB,LENCO,-310,0,C,-0.0095682,-169.043,-115.568,0,0,FALSE,FALSE,_F,_F - Northern,,
NEE-MEC01,2__FNUCE000,,,NDA,G,FALSE,2__FNUCE000,MAGNOX,0,0,C,-0.0095682,0,0,0,0,FALSE,FALSE,_F,_F - Northern,,
NEE-MID01,2__FMIDE000,,,Npower Limited,G,TRUE,NPEC Northern Area MIDE,NPOWER01,-0.86,0,C,-0.0085008,-0.445,-0.467,0,0,FALSE,FALSE,_F,NORTHERN,,
NEE-MNW01,2__FMANW000,,,SP Energy Retail Ltd,G,FALSE,2__FMANW000,SPSUP01,-1,0,C,-0.0095682,-0.4,-0.4,0,0,FALSE,FALSE,_F,_F - Northern,,
NEE-NEE01,2__FNEEB000,,,npower limited,G,TRUE,2__FNEEB000,NEEB,-36.74,0,C,-0.0085008,-21.317,-21.732,0,0,FALSE,FALSE,_F,NORTHERN,,
NEE-NPE01,2__FNATP000,,,Npower Commercial Gas Limited,G,TRUE,NPEC Northern Area NATP,NPOWER02,-124,2,C,-0.0095682,-74.35,-51.534,1.199,0.831,FALSE,FALSE,_F,_F - Northern,,
NEE-NWP01,2__FNORW000,,,E.ON Energy Solutions Limited,G,TRUE,2__FNORW000,PGENERGY,0,0,C,-0.002877,0,0,0,0,FALSE,FALSE,_F,_F - Northern,,
NEE-OCT01,2__FMRCY000,,,Octopus Energy Limited,G,TRUE,2__FMRCY000,MERCURY,-333.398,37,C,-0.0095682,-177.968,-183.669,19.751,20.383,FALSE,FALSE,_F,_F - Northern,,
NEE-OGA01,2__FOGAS000,,,British Gas Trading Ltd,G,TRUE,2__FOGAS000,BRITGAS,-4,0,C,-0.0095682,-2.065,-1.613,0,0,FALSE,FALSE,_F,_F - Northern,,
NEE-OVO01,2__FOVOE000,,,OVO Electricity Ltd,G,FALSE,2__FOVOE000,OVOE,-82.12,13.175,C,-0.0095682,-38.843,-41.068,6.232,6.589,FALSE,FALSE,_F,_F - Northern,,
NEE-PGE01,2__FEMEB000,,,E.ON Energy Solutions Limited,G,TRUE,2__FEMEB000,PGENERGY,0,0,C,-0.0095682,0,0,0,0,FALSE,FALSE,_F,_F - Northern,,
NEE-PGU01,2__FPGEN000,,,E.ON UK plc,G,TRUE,2__FPGEN000,POWERGEN,0,0,C,-0.0095682,0,0,0,0,FALSE,FALSE,_F,_F - Northern,,
NEE-RNW01,2__FRENC000,,,ECOTRICITY LIMITED,G,FALSE,2__FRENC000,RENC,0,0,C,-0.0095682,0,0,0,0,FALSE,FALSE,_F,_F - Northern,,
NEE-SEE01,2__FSEEB000,,,EDF Energy Customers Limited,G,TRUE,2__FSEEB000,LENCO,-2,0,C,-0.0095682,-1.234,-0.93,0,0,FALSE,FALSE,_F,_F - Northern,,
NEE-SEL01,2__FSMAR000,,,Smartestenergy Limited,G,TRUE,2__FSMAR000,SMARTEST,-124.339,0,C,-0.0095682,-94.435,-80.621,0,0,FALSE,FALSE,_F,_F - Northern,,
NEE-SPC01,2__FSPOW000,,,SP Energy Retail Ltd,G,TRUE,2__FSPOW000,SPSUP01,-138.6,0,C,-0.0095682,-77.256,-74.996,0,0,FALSE,FALSE,_F,_F - Northern,,
