nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
IBG-CONS1,I_IBG-CONS1,,,Constellation Generation LTD,I,true,Constellation BritNed Prod,EXGENLIM,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-CONV1,I_IBG-CONV1,,,Convex Energy GmbH,I,true,IBG-CONV1,GEAG,0.000,500.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-COPN1,I_IBG-COPN1,,,Copenhagen Energy Trading A/S,I,true,CET_BN,CET1234,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-CURR1,I_IBG-CURR1,,,Current Commodities A/S,I,true,I_IBG-CURR1,CURRENT,0.000,1044.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-DARE1,I_IBG-DARE1,,,Dare Power Ltd,I,true,I_IBG-DARE1,DARE,0.000,2000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-DMCC1,I_IBG-DMCC1,,,Cobblestone Energy DMCC,I,true,Cobblestone Energy DMCC,OLDKENT,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-DNGN1,I_IBG-DNGN1,,,Orsted Salg & Service A/S,I,true,IBG-DNGN1,DEEM1000,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-DSKC1,I_IBG-DSKC1,,,Danske Commodities A/S,I,true,DC-BRITNED-P,DANSKE,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-DUFE1,I_IBG-DUFE1,,,DXT Commodities SA,I,true,DXT NL-UK,DUFENERG,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-DVAL1,I_IBG-DVAL1,,,DVALIN ApS,I,true,IC-Dvalin-Britned-Gen,DVALIN,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-EDFT1,I_IBG-EDFT1,,,EDF TRADING LIMITED,I,true,EDF Trading - BritNed,EDFT,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-EDMK1,I_IBG-EDMK1,,,Energi Danmark A/S,I,true,Energidk_G,ENERGIDK,0.000,1400.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-EGLE1,I_IBG-EGLE1,,,Axpo Solutions AG,I,true,AXPO,EGL,0.000,300.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-ELEE1,I_IBG-ELEE1,,,Electrabel SA,I,true,IBG-ELEE1,ELECBEL,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-ELTR1,I_IBG-ELTR1,,,ElectroRoute Energy Trading,I,true,EETL BritNed NLGB BMU,ELECTRO,0.000,1200.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-ENEL1,I_IBG-ENEL1,,,Enel Global Trading S.P.A,I,true,EnelTradeBritned,ENELTRAD,0.000,2000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-ENET1,I_IBG-ENET1,,,Eneco Energy Trade,I,true,I_IBG-ENET1,ENECOUK,0.000,250.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-ENGM1,I_IBG-ENGM1,,,ENGIE GLOBAL MARKETS,I,true,BritNed EGM flow NL-GB,GASELYS,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-ENSP1,I_IBG-ENSP1,,,enspired GmbH,I,true,BP-ENSP-TO-UK,ENSPIRED,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-ENTC1,I_IBG-ENTC1,,,Energetech Europe BV,I,true,ENTC1 to UK,ENERGETE,0.000,500.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-EOET1,I_IBG-EOET1,,,Uniper Global Commodities SE,I,true,I_IBG-EOET1,EONETRAD,0.000,500.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-EPCO1,I_IBG-EPCO1,,,EP COMMODITIES A.S,I,true,EPCAS BRITNED GEN,EPCAS,0.000,300.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-ERVA1,I_IBG-ERVA1,,,Erova Energy Limited,I,true,EROVA_G_BRTND,EROVAIRL,0.000,500.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-EWII1,I_IBG-EWII1,,,EWII Energi A/S,I,true,EWII-NL-TO-UK,EWII6000,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-EZC01,I_IBG-EZC01,,,ENZEE Commodities A/S,I,true,Flow into UK,ENZEE,0.000,1000.000,P,0.0118836,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-EZCO1,I_IBG-EZCO1,,,ENZEE Commodities A/S,I,true,Flow into UK,ENZEE,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-EZPD1,I_IBG-EZPD1,,,Ezpada AG,I,true,Ezpada Into UK,11XEZPAG,0.000,500.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-FLEX1,I_IBG-FLEX1,,,CFP FlexPower GmbH,I,true,Flow into UK,FLXPWR,0.000,1400.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-FPCD1,I_IBG-FPCD1,,,Freepoint Commodities Europe,I,true,IBG-FPCD1,FREEPNT,0.000,250.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-GAZP1,I_IBG-GAZP1,,,SEFE Marketing & Trading LTD,I,true,BritNed GM&T Generation,GAZPROM,0.000,2000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-GENI1,I_IBG-GENI1,,,"GEN-I, d.o.o.",I,true,Into UK,GENI,0.000,1016.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-GLEN1,I_IBG-GLEN1,,,Glencore Energy UK Ltd,I,true,Flow into UK,GENUK,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-GRMC1,I_IBG-GRMC1,,,A/S Global Risk Management Ltd,I,true,Flows into the  UK,GRMC,0.000,1000.000,P,0.0084878,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-GRMT1,I_IBG-GRMT1,,,A/S Global Risk Management Ltd,I,true,Global flow INTO UK,GLOBAL,0.000,300.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-GRNC1,I_IBG-GRNC1,,,Greenchoice B.V.,I,true,GRC NL-GB,GREENCHO,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-HART1,I_IBG-HART1,,,HAPPGCO,I,true,Flow into UK,HEPGCO,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-HELI1,I_IBG-HELI1,,,Helios Power Trading A/S,I,true,HELIOS BRITNED GEN,HELIOS,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-IBES1,I_IBG-IBES1,,,Iberdrola Energia Espana S.AU.,I,true,IBG_BRITNED_GEN,IBEGENES,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-IDCE1,I_IBG-IDCE1,,,DC Energy Trading V.O.F.,I,true,Britned DC-G,DC,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-IDCT1,I_IBG-IDCT1,,,Inductive Energy A/S,I,true,Induct_BNUK,INDUCTIV,0.000,1016.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-INCM1,I_IBG-INCM1,,,IN COMMODITIES A/S,I,true,BRITNEDINCOMASP,INCOMAS,0.000,1048.040,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-KCST1,I_IBG-KCST1,,,KOCH SUPPLY & TRADING SARL,I,true,BN_GEN,KSARL,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-LTFD1,I_IBG-LTFD1,,,LIGHTFIELD LTD,I,true,LIGHTFLD_BRITNED_INTO_UK,LIGHTFLD,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-MCRA1,I_IBG-MCRA1,,,Mercuria Energy Trading SA,I,true,IBGMCRA1,METSA,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-MFTE1,I_IBG-MFTE1,,,MFT Energy A/S,I,true,MFT generation,MFTE,0.000,1200.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-MONL1,I_IBG-MONL1,,,Vitus Capital AG,I,true,IBG-MONL1_INTOUK,MONOCAP7,0.000,300.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-NEAS1,I_IBG-NEAS1,,,Centrica Energy Trading A/S,I,true,IBNEASGEN,NEAS,0.000,2000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-NEHO1,I_IBG-NEHO1,,,Nordic Energy House ApS,I,true,BN NEH-G,NEH,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-NITR1,I_IBG-NITR1,,,Nitor Energy A/S,I,true,Netherlands INTO UK,NIREX,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-NORL1,I_IBG-NORL1,,,Norlys Energy Trading A/S,I,true,NORLYS_BRITNED_P,NORLYS,0.000,2000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-NTPL1,I_IBG-NTPL1,,,Northpool BV,I,true,I_IBG-NTPL1,NORTHPL,0.000,1200.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-OMPX1,I_IBG-OMPX1,,,Ompex AG,I,true,OMPEX_BRITNED_NL-GB,OMPEX,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-OPMX1,I_IBG-OPMX1,,,Optimax Energy GmbH,I,true,I_BRITNED_IBG-OPMX1,OPTIMAX,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-OUTL1,I_IBG-OUTL1,,,Outlook Energy Ltd,I,true,I_IBG-OUTL1,OUTLOOK,0.000,2000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-PETC1,I_IBG-PETC1,,,PETROCHINA INTL LONDON CO. LTD,I,true,PCIL to the UK,PETCHINA,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-PTRS1,I_IBG-PTRS1,,,PetroChina International,I,true,PETRIN-IFNG,PETRIN,0.000,1000.000,P,0.0231229,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-PWMR1,I_IBG-PWMR1,,,PowerMart ApS,I,true,BRITNED IMPORT,POMA,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-PZEM1,I_IBG-PZEM1,,,EP Commodities B.V.,I,true,Britned PZEM-G,PZEM,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-QTPT1,I_IBG-QTPT1,,,Quantum Power Trading,I,true,QPT INTO UK,QPT,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-QUAR1,I_IBG-QUAR1,,,Quark Energy Trading Limited,I,true,BRITNED GEN,QUARKET,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-QUEN1,I_IBG-QUEN1,,,QUENT ApS,I,true,Flow INTO UK,QUENT,0.000,50.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-RESP1,I_IBG-RESP1,,,RESPECT ENERGY S.A.,I,true,RESA-BN-IU,RESA,0.000,700.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-RISQ1,I_IBG-RISQ1,,,Risq Energy Limited,I,true,RISQ to the UK,RISQ,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-RWES1,I_IBG-RWES1,,,RWE Supply and Trading GmbH,I,true,RWE NL GB Import,RWE,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-SEAG1,I_IBG-SEAG1,,,Seagull Energy Trading,I,true,I_IBG-SEAG1,SEAGULL,0.000,2120.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-SETL1,I_IBG-SETL1,,,Shell Energy Europe Limited,I,true,SEEL BRITNED IMPORT,SHELL2,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-SIRI1,I_IBG-SIRI1,,,Sirius Energy SA,I,true,I_IBG-SIRI1,SIRIUSEN,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-SSEG1,I_IBG-SSEG1,,,SSE Energy Supply Limited,I,true,SSE EUI-BRITNED NLGB,SSE,0.000,0.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-STAT1,I_IBG-STAT1,,,Statkraft Markets Gmbh,I,true,STATKRAFT BRITNED IMPORT,STATKRA1,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-STGS1,I_IBG-STGS1,,,STG Switzerland GmbH,I,true,STG CH BritNed NL-GB,STG8T4R,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-TGPL1,I_IBG-TGPL1,,,TotalEnergies Gas & Power Ltd,I,true,IBG-TGPL1,TFEGP,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-TRFD1,I_IBG-TRFD1,,,Trafigura Denmark ApS,I,true,BTND_IM,TRAFDK23,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-TRFG1,I_IBG-TRFG1,,,Trafigura Trading Sarl,I,true,BTND_IM,TRAF,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-TRLS1,I_IBG-TRLS1,,,Engelhart CTP Renewables GmbH,I,true,BRIT_TRL_G,GREENPWR,0.000,2000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-VETR1,I_IBG-VETR1,,,Vattenfall Energy Trading,I,true,IBG-VETR1,VTS,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-VOLT1,I_IBG-VOLT1,,,Volta Energy DAC,I,true,BRITNED INTO UK,VOLTADAC,0.000,250.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-VSAL1,I_IBG-VSAL1,,,VITOL SA,I,true,I_IBG-VSAL1,VITOLSA,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-VTUS1,I_IBG-VTUS1,,,Vitus Capital AG,I,true,IBG-VTUS1_INTOUK,MONOCAP7,0.000,300.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IBG-XNON1,I_IBG-XNON1,,,XENON CAPITAL MARKETS LTD,I,true,XENON-IBG-P,XENON,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
IED-ELEC1,I_IED-ELEC1,,,ElecLink Ltd (ELECL1),I,true,Eleclink Dem,ELECL1,-1050.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,ELECLINK
IED-EWIC1,I_IED-EWIC1,,,Eirgrid PLC,I,true,IED_EWIC1,ERGRDPLC,-571.780,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,EWIC
IED-FRAN1,I_IED-FRAN1,,,Nat Grid Interconnectors Ltd,I,true,IED-FRAN1,NGIFA,-1449.880,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IED-GRN1,I_IED-GRN1,,,Greenlink Interconnector Ltd,I,true,I_IED-GRN1,GREENLNK,-1450.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,GREENLINK
IED-IFA2,I_IED-IFA2,,,National Grid IFA 2 Limited,I,true,IED-IFA2,NGIFA2,-1150.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,IFA2
IED-MOYL1,I_IED-MOYL1,,,SONI Ltd,I,true,IED-MOYL1,SONILTD,-542.060,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,MOYLE
IED-NSL1,I_IED-NSL1,,,National Grid North Sea Link,I,true,IED-NSL1,NGNSL,-1480.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,NSL
IED-VKL1,I_IED-VKL1,,,National Grid Viking Link Ltd,I,true,I_IED-VKL1,NGVLL,-1480.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,VIKINGLINK
IEG-ELEC1,I_IEG-ELEC1,,INTELEC,ElecLink Ltd (ELECL1),I,true,Eleclink Gen,ELECL1,0.000,1050.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,ELECLINK
IEG-EWIC1,I_IEG-EWIC1,,INTEW,Eirgrid PLC,I,true,IEG_EWIC1,ERGRDPLC,0.000,530.920,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,EWIC
IEG-FRAN1,I_IEG-FRAN1,,INTFR,Nat Grid Interconnectors Ltd,I,true,IEG-FRAN1,NGIFA,0.000,2013.945,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IEG-GRN1,I_IEG-GRN1,,INTGRNL,Greenlink Interconnector Ltd,I,true,I_IEG-GRN1,GREENLNK,0.000,1400.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,GREENLINK
IEG-GRNL1,,,INTGRNL,,,,,,,,,,,,,,false,false,,,
IEG-IFA2,I_IEG-IFA2,,INTIFA2,National Grid IFA 2 Limited,I,true,IEG-IFA2,NGIFA2,0.000,1100.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,IFA2
IEG-MOYL1,I_IEG-MOYL1,,INTIRL,SONI Ltd,I,true,IEG-MOYL1,SONILTD,0.000,401.700,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,MOYLE
IEG-NSL1,I_IEG-NSL1,,INTNSL,National Grid North Sea Link,I,true,IEG-NSL1,NGNSL,0.000,1400.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,NSL
IEG-VKL1,I_IEG-VKL1,,INTVKL,National Grid Viking Link Ltd,I,true,I_IEG-VKL1,NGVLL,0.000,1400.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,VIKINGLINK
IFD-ACCE1,I_IFD-ACCE1,,,Centrica Energy Limited,I,true,ACC INTERCON,ACCORD,-2000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-ALEU1,I_IFD-ALEU1,,,Alphataraxia Europium BV,I,true,ATX_FRANCE_DEM,ATX,-1000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-ALIP1,I_IFD-ALIP1,,,Energetick ApS,I,true,Flow from UK,ALPSNRG,-100.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-ARON1,I_IFD-ARON1,,,J.Aron & Company,I,true,IFD-ARON1,JARON,-2000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-AROS1,I_IFD-AROS1,,,Arosource ApS,I,true,AROS Flow FROM UK,AROSOURC,-1000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-ATLS1,I_IFD-ATLS1,,,Atlas Energy DAC,I,true,Atlas GB-FRIFA1,AED75443,-2000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-BAYW1,I_IFD-BAYW1,,,Baywa r.e. Energy Trading GmbH,I,true,Flow from UK over IFA1,B9R3T560,-2000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-BDEN1,I_IFD-BDEN1,,,BD Energy A/S,I,true,BDE FROM UK,BDENERGY,-720.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-BKWE1,I_IFD-BKWE1,,,BKW Energie AG,I,true,IFD-BKWE1,BKW,-607.020,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-BNPS1,I_IFD-BNPS1,,,BNP Paribas,I,true,BNP Paribas UK Export,BNPP,0.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-BPGE1,I_IFD-BPGE1,,,BP Gas Marketing Limited,I,true,I_IFD-BPGE1,BPGAS,-2000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-CACM1,I_IFD-CACM1,,,C A Commodities A/S,I,true,IFA1 Flow out of UK,CACOMAS,-1000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-CBST1,I_IFD-CBST1,,,Cobblestone Energy,I,true,Cobblestone Energy Ltd,CBBLESTN,-2000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-CCME1,I_IFD-CCME1,,,Castleton Commodities Europe,I,true,CCME FROM UK,CASTLEEU,-2000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-CETL1,I_IFD-CETL1,,,Conrad Energy (Trading) Ltd,I,true,CONRAD FROM UK,CONRAD,-2000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-CEZC1,I_IFD-CEZC1,,,CEZ A.S,I,true,IFA Export,45274649,-1000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-CFPE1,I_IFD-CFPE1,,,CFP Commodities Limited,I,true,I_IFD-CFPE1,CFPC1,-1000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-CGML1,I_IFD-CGML1,,,Citigroup Global Markets Ltd,I,true,CGMLDEM,CGML2007,0.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-CNGS1,I_IFD-CNGS1,,,Cenergise Limited,I,true,CNGS_D_IFA,CEGISE,-2000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-CNRE1,I_IFD-CNRE1,,,Compagnie Nationale du Rhone,I,true,I_IFD-CNRE1,CNRP,-500.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-COMM1,I_IFD-COMM1,,,COMCOM Trading d.o.o,I,true,I_IFD-COMM1,COMCOM,-2000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-CONS1,I_IFD-CONS1,,,Constellation Generation LTD,I,true,Constellation France Con,EXGENLIM,-2000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-CONV1,I_IFD-CONV1,,,Convex Energy GmbH,I,true,IFD-CONV1,GEAG,-500.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-COPN1,I_IFD-COPN1,,,Copenhagen Energy Trading A/S,I,true,CET_IFA,CET1234,-1000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-DARE1,I_IFD-DARE1,,,Dare Power Ltd,I,true,I_IFD-DARE1,DARE,-4000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-DMCC1,I_IFD-DMCC1,,,Cobblestone Energy DMCC,I,true,Cobblestone Energy DMCC,OLDKENT,-2000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-DNGN1,I_IFD-DNGN1,,,Orsted Salg & Service A/S,I,true,IFD-DNGN1,DEEM1000,-2000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-DSKC1,I_IFD-DSKC1,,,Danske Commodities A/S,I,true,DANSKEDE,DANSKE,-2000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-DUEN1,I_IFD-DUEN1,,,Duferco Energia S.p.A.,I,true,IFA_UK-FR,DUCEX123,-200.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-DUFE1,I_IFD-DUFE1,,,DXT Commodities SA,I,true,DUFENERGY UK - FR,DUFENERG,-1000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-DVAL1,I_IFD-DVAL1,,,DVALIN ApS,I,true,I_IFD-DVAL1,DVALIN,-2000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-ECCA1,I_IFD-ECCA1,,,ECC AG,I,true,ECC-XB-CONSUMPTION,ECC,-2000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-EDFT1,I_IFD-EDFT1,,,EDF TRADING LIMITED,I,true,EDFTD,EDFT,-4000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-EDMK1,I_IFD-EDMK1,,,Energi Danmark A/S,I,true,Energidk_D,ENERGIDK,-3000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-EGLE1,I_IFD-EGLE1,,,Axpo Solutions AG,I,true,EGL Consumption,EGL,-500.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-ELEE1,I_IFD-ELEE1,,,Electrabel SA,I,true,DELECBEL,ELECBEL,-300.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-ELTR1,I_IFD-ELTR1,,,ElectroRoute Energy Trading,I,true,EETL IFA GBFR BMU,ELECTRO,-2000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-ENBW1,I_IFD-ENBW1,,,EnBW Energie Ba-Wu AG,I,true,I_IFD-ENBW1,ENBWNPT,-2000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-ENEL1,I_IFD-ENEL1,,,Enel Global Trading S.P.A,I,true,EnelTradeIFA,ENELTRAD,-1000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
IFD-ENET1,I_IFD-ENET1,,,Eneco Energy Trade,I,true,I_IFD-ENET1,ENECOUK,-50.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
