nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
NSC-OVO01,2__POVOE000,,,OVO Electricity Ltd,G,FALSE,2__POVOE000,OVOE,-251.34,230.204,C,-0.0560366,-124.438,-134.241,113.974,122.952,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
THNTO-2,T_THNTO-2,,WIND,Thanet Offshore Wind Limited,T,TRUE,Thanet Offshore Wind Limited 2,TOW,-3,230.159,P,0.0136162,-1.2,-1.2,92.064,92.064,TRUE,FALSE,,,
KLGLW-1,T_KLGLW-1,48W00000KLGLW-1S,WIND,SP Renewables (UK) Limited,T,TRUE,Kilgallioch Windfarm,SPCRE01,-2,228,P,-0.0377779,-0.8,-0.8,91.2,91.2,TRUE,FALSE,,,
PNYCW-1,T_PNYCW-1,,WIND,Pen y Cymoedd Wind Farm LTD,T,TRUE,PNYCW-1 Export,PYC,-17.16,228,P,0.0211515,-6.864,-6.864,91.2,91.2,TRUE,FALSE,,,
NNGAO-1,T_NNGAO-1,,WIND,Neart Na Gaoithe Offshore Wind,T,TRUE,Neart Na Gaiothe WF 1,NNG01,-3,224,P,-0.0377779,-1.2,-1.2,89.6,89.6,TRUE,FALSE,,,
NNGAO-2,T_NNGAO-2,,WIND,Neart Na Gaoithe Offshore Wind,T,TRUE,Neart Na Gaiothe WF 2,NNG01,-3,224,P,-0.0377779,-1.2,-1.2,89.6,89.6,TRUE,FALSE,,,
SGRWO-2,T_SGRWO-2,48W00000SGRWO-2J,WIND,Seagreen Wind Energy Limited,T,TRUE,Seagreen1 Offshore WF 2,SWEL001,-2.64,220,P,-0.0560366,-1.056,-1.056,88,88,TRUE,FALSE,,,
DERW-1,E_DERW-1,48W000000DERW-14,,UK Power Reserve Limited,E,TRUE,Derwent Cogeneration Ltd,UKPR,-3,218,P,0.0149883,-1.2,-1.2,87.2,87.2,TRUE,FALSE,_B,East Midlands,
MOWWO-1,T_MOWWO-1,48W00000MOWWO-1K,WIND,Moray Offshore Wind West Ltd,T,TRUE,Moray West OWF1,MOWWL,-2.05,215,P,-0.0560366,-0.82,-0.82,86,86,TRUE,FALSE,,,
MOWWO-2,T_MOWWO-2,48W00000MOWWO-2I,WIND,Moray Offshore Wind West Ltd,T,TRUE,Moray West OWF2,MOWWL,-2.675,215,P,-0.0560366,-1.07,-1.07,86,86,TRUE,FALSE,,,
WHILW-2,T_WHILW-2,48W00000WHILW-2K,WIND,SP Renewables (UK) Limited,T,TRUE,Whitelee Extension,SPCRE01,-3.5,206,P,-0.0377779,-1.4,-1.4,82.4,82.4,TRUE,FALSE,,,
CLVHS-2,T_CLVHS-2,48W00001CLVHS-2R,OTHER,Cleve Hill Solar Park,T,TRUE,Cleve Hill Solar 2,CHSP2024,-1.1,205,P,0.0136162,-0.44,-0.44,82,82,TRUE,FALSE,,,
WTMSO-1,T_WTMSO-1,48W00000WTMSO-1M,WIND,Westermost Rough Limited,T,TRUE,WESTERMOST_ROUGH,DONG008,-40,205,P,0.0044623,-16,-16,82,82,TRUE,FALSE,,,
WDNSO-2,T_WDNSO-2,48W00000WDNSO-2F,WIND,Morecambe Wind Limited,T,TRUE,West of Duddon Sands Offshore2,MWLWODS1,-5,201,P,0.0039537,-2,-2,80.4,80.4,TRUE,FALSE,,,
RMPNO-1,T_RMPNO-1,48W00000RMPNO-17,WIND,Rampion Offshore Windfarm Ltd,T,TRUE,Rampion Offshore Wind BMU 1,RAMPION,-10.7,200.1,P,0.0136162,-4.28,-4.28,80.04,80.04,TRUE,FALSE,,,
RMPNO-2,T_RMPNO-2,48W00000RMPNO-25,WIND,Rampion Offshore Windfarm Ltd,T,TRUE,Rampion Offshore Wind BMU 2,RAMPION,-10.7,200.1,P,0.0136162,-4.28,-4.28,80.04,80.04,TRUE,FALSE,,,
CLDCW-1,T_CLDCW-1,48W00000CLDCW-17,WIND,Clyde Windfarm (Scotland) Ltd,T,TRUE,Clyde Central,CWSL,-5,200,P,-0.0377779,-2,-2,80,80,TRUE,FALSE,,,
CLDNW-1,T_CLDNW-1,48W00000CLDNW-1Q,WIND,Clyde Windfarm (Scotland) Ltd,T,TRUE,Clyde North,CWSL,-5,200,P,-0.0377779,-2,-2,80,80,TRUE,FALSE,,,
WDNSO-1,T_WDNSO-1,48W00000WDNSO-1H,WIND,Morecambe Wind Limited,T,TRUE,West of Duddon Sands Offshore1,MWLWODS1,-5,197,P,0.0039537,-2,-2,78.8,78.8,TRUE,FALSE,,,
SSC-GDF01,2__NRWED000,,,ENGIE Power Limited,G,TRUE,2__NRWED000,RWETDL,-48,194,C,-0.0377779,-10.915,-11.798,44.116,47.685,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
LARYO-4,T_LARYW-4,48W00000LARYO-4T,WIND,London Array Limited,T,TRUE,London Array BMU4,LAOWF,-10.56,191.099,P,0.0136162,-4.224,-4.224,76.44,76.44,TRUE,FALSE,,,
BEATO-1,T_BEATO-1,48W00000BEATO-1T,WIND,Beatrice Offshore Windfarm Ltd,T,TRUE,Beatrice Offshore WF 1,BOWL001,-5.3,184,P,-0.0560366,-2.12,-2.12,73.6,73.6,TRUE,FALSE,,,
BEATO-2,T_BEATO-2,48W00000BEATO-2R,WIND,Beatrice Offshore Windfarm Ltd,T,TRUE,Beatrice Offshore WF 2,BOWL001,-4,184,P,-0.0560366,-1.6,-1.6,73.6,73.6,TRUE,FALSE,,,
WLNYO-2,T_WLNYO-2,48W00000WLNYO-23,WIND,Walney Offshore Windfarms Ltd,T,TRUE,WALNEY_2,DONG003,-2.886,183.6,P,0.0039537,-1.154,-1.154,73.44,73.44,TRUE,FALSE,,,
WILCT-1,T_WILCT-1,48W00000WILCT-1H,BIOMASS,SembCorp Utilities (UK) Ltd,T,TRUE,ETOL - Wilton Site,EAGLE2,-120,182,P,-0.0004839,-48,-48,72.8,72.8,TRUE,FALSE,,,
WLNYW-1,T_WLNYW-1,48W00000WLNYW-1A,WIND,Walney Offshore Windfarms Ltd,T,TRUE,WALNEY_1,DONG003,-2,182,P,0.0039537,-0.8,-0.8,72.8,72.8,TRUE,FALSE,,,
LARYO-1,T_LARYW-1,48W00000LARYO-1Z,WIND,London Array Limited,T,TRUE,London Array BMU1,LAOWF,-10.32,171,P,0.0136162,-4.128,-4.128,68.4,68.4,TRUE,FALSE,,,
LARYO-2,T_LARYW-2,48W00000LARYO-2X,WIND,London Array Limited,T,TRUE,London Array BMU2,LAOWF,-10.56,171,P,0.0136162,-4.224,-4.224,68.4,68.4,TRUE,FALSE,,,
LARYO-3,T_LARYW-3,48W00000LARYO-3V,WIND,London Array Limited,T,TRUE,London Array BMU3,LAOWF,-10.56,171,P,0.0136162,-4.224,-4.224,68.4,68.4,TRUE,FALSE,,,
BEATO-3,T_BEATO-3,48W00000BEATO-3P,WIND,Beatrice Offshore Windfarm Ltd,T,TRUE,Beatrice Offshore WF 3,BOWL001,-3.8,166,P,-0.0560366,-1.52,-1.52,66.4,66.4,TRUE,FALSE,,,
BEATO-4,T_BEATO-4,48W00000BEATO-4N,WIND,Beatrice Offshore Windfarm Ltd,T,TRUE,Beatrice Offshore WF 4,BOWL001,-3.458,165.474,P,-0.0560366,-1.383,-1.383,66.19,66.19,TRUE,FALSE,,,
AKGLW-3,T_AKGLW-3,,WIND,AIK2A Sustainable Energy Ltd,T,TRUE,AIKENGALL2A-W,AIK3CWCL,-1,163.4,P,-0.0377779,-0.4,-0.4,65.36,65.36,TRUE,FALSE,,,
FOYE-1,T_FOYE-1,48W000000FOYE-14,PS,SSE Generation Ltd,T,TRUE,Foyers G1,SSEGEN,-156,160,P,-0.0560366,-62.4,-62.4,64,64,TRUE,FALSE,,,
FOYE-2,T_FOYE-2,48W000000FOYE-22,PS,SSE Generation Ltd,T,TRUE,Foyers G2,SSEGEN,-157.3,160,P,-0.0560366,-62.92,-62.92,64,64,TRUE,FALSE,,,
SHRSO-1,T_SHRSW-1,48W00000SHRSO-1Y,WIND,Scira Offshore Energy Limited,T,TRUE,Sheringham Shoal Unit 1,SCIRA,-1.1,158.4,P,0.0083715,-0.44,-0.44,63.36,63.36,TRUE,FALSE,,,
SHRSO-2,T_SHRSW-2,48W00000SHRSO-2W,WIND,Scira Offshore Energy Limited,T,TRUE,Sheringham Shoal Unit 2,SCIRA,-1.1,158.4,P,0.0083715,-0.44,-0.44,63.36,63.36,TRUE,FALSE,,,
DOREW-1,T_DOREW-1,,WIND,Dorenell Windfarm Limited,T,TRUE,Dorenell Wind Farm One,DORWIND,-3.3,156.92,P,-0.0560366,-1.32,-1.32,62.768,62.768,TRUE,FALSE,,,
DOREW-2,T_DOREW-2,,WIND,Dorenell Windfarm Limited,T,TRUE,Dorenell Wind Farm Two,DORWIND,-3.3,156.92,P,-0.0560366,-1.32,-1.32,62.768,62.768,TRUE,FALSE,,,
FAWN-1,E_FAWN-1,48W000000FAWN-1P,CCGT,ESSO Petroleum Company Ltd,E,TRUE,Fawley Cogen,EPCO1,0,155,C,0.0225389,0,0,62,62,FALSE,FALSE,_H,Southern,
DBAWO-4,T_DBAWO-4,48W00000DBAWO-4D,WIND,Doggerbank OWF Project 1,T,TRUE,Dogger Bank A Offshore WF 4,DBNKOWF1,-1,152.6,P,0.0044623,-0.4,-0.4,61.04,61.04,TRUE,FALSE,,,
OMNDO-1,T_OMNDW-1,48W00000OMNDO-1J,WIND,Ormonde Energy Ltd,T,TRUE,Ormonde Energy Limited 1,ORMONDE,0,150.76,P,0.0039537,0,0,60.304,60.304,TRUE,FALSE,,,
CLDSW-1,T_CLDSW-1,48W00000CLDSW-11,WIND,Clyde Windfarm (Scotland) Ltd,T,TRUE,Clyde South,CWSL,-5,150,P,-0.0377779,-2,-2,60,60,TRUE,FALSE,,,
LNCSO-1,T_LNCSW-1,48W00000LNCSO-1R,WIND,Lincs Wind Farm Ltd,T,TRUE,Lincs wind farm offshore BMU1,LINCSWFL,-4,150,P,0.0083715,-1.6,-1.6,60,60,TRUE,FALSE,,,
LNCSO-2,T_LNCSW-2,48W00000LNCSO-2P,WIND,Lincs Wind Farm Ltd,T,TRUE,Lincs wind farm offshore BMU2,LINCSWFL,-4,150,P,0.0083715,-1.6,-1.6,60,60,TRUE,FALSE,,,
SWT-TFE01,2__LTGPL000,,,TotalEnergies Gas & Power Ltd,G,TRUE,2__LTGPL000,TFEGP,-216.871,149.823,C,0.024847,-76.143,-25.114,52.603,17.35,FALSE,FALSE,_L,South Western,
CRYRW-2,T_CRYRW-2,48W00000CRYRW-2L,WIND,Eneco Energy Trade,T,TRUE,Crystal Rig II Windfarm,ENECOUK,-13.48,149.38,P,-0.0377779,-5.392,-5.392,59.752,59.752,TRUE,FALSE,,,
GYMRO-15,T_GYMR-15,,WIND,Gwynt y Mor Offshore Wind Farm,T,TRUE,GyM OSPE 15,GYMOWL,-3,148,P,0.01133,-1.2,-1.2,59.2,59.2,TRUE,FALSE,,,
GYMRO-17,T_GYMR-17,,WIND,Gwynt y Mor Offshore Wind Farm,T,TRUE,GyM OSPE 17,GYMOWL,-3,148,P,0.01133,-1.2,-1.2,59.2,59.2,TRUE,FALSE,,,
GYMRO-26,T_GYMR-26,,WIND,Gwynt y Mor Offshore Wind Farm,T,TRUE,GyM OSPW 26,GYMOWL,-3,148,P,0.01133,-1.2,-1.2,59.2,59.2,TRUE,FALSE,,,
GYMRO-28,T_GYMR-28,,WIND,Gwynt y Mor Offshore Wind Farm,T,TRUE,GyM OSPW 28,GYMOWL,-3,148,P,0.01133,-1.2,-1.2,59.2,59.2,TRUE,FALSE,,,
SEE-VTF01,2__JVETS000,,,Vattenfall Energy Trading,G,TRUE,VTS_GSP_J_009,VTS,-3.5,146,C,0.0136162,-1.274,-1.189,53.144,49.611,FALSE,FALSE,_J,South Eastern,
FALGW-1,T_FALGW-1,48W00000FALGW-1T,WIND,Fallago Rig Wind Farm Limited,T,TRUE,Fallago Rig Wind Farm,FALLAGO,-2.5,144,P,-0.0377779,-1,-1,57.6,57.6,TRUE,FALSE,,,
GRMO-1,T_GRMO-1,48W100000GRMO-1N,CCGT,Grangemouth CHP Ltd,T,TRUE,T_GRMO-1,GCHP,0,144,P,-0.0377779,0,0,57.6,57.6,TRUE,FALSE,,,
MOWWO-3,T_MOWWO-3,48W00000MOWWO-3G,WIND,Moray Offshore Wind West Ltd,T,TRUE,Moray West OWF3,MOWWL,-1.425,143,P,-0.0560366,-0.57,-0.57,57.2,57.2,TRUE,FALSE,,,
HRSTW-1,T_HRSTW-1,48W00000HRSTW-19,WIND,SP Renewables (UK) Limited,T,TRUE,Harestanes,SPCRE01,-3,142.3,P,-0.0377779,-1.2,-1.2,56.92,56.92,TRUE,FALSE,,,
INDQ-1,T_INDQ-1,48W000000INDQ-19,OCGT,Indian Queens Power Ltd,T,TRUE,Gas Turbine,AESIQPL,-5,140.08,P,0.024847,-2,-2,56.032,56.032,TRUE,FALSE,,,
FELL-1,E_FELL-1,48W000000FELL-1R,CCGT,NDA,E,TRUE,E_FELL-1,MAGNOX,-40,140,P,0.0039537,-16,-16,56,56,TRUE,FALSE,_G,North Western,
LNMTH-1,E_LYNE1,48W00000LNMTH-1R,BIOMASS,EP UK INVESTMENTS LIMITED,E,TRUE,LYNEMOUTH GENERATOR 1,EPUKI,-20,140,P,-0.0004839,-8,-8,56,56,TRUE,FALSE,_F,_F - Northern,
LNMTH-2,E_LYNE2,48W00000LNMTH-2P,BIOMASS,EP UK INVESTMENTS LIMITED,E,TRUE,LYNEMOUTH GENERATOR 2,EPUKI,-20,140,P,-0.0004839,-8,-8,56,56,TRUE,FALSE,_F,_F - Northern,
LNMTH-3,E_LYNE3,48W00000LNMTH-3N,BIOMASS,EP UK INVESTMENTS LIMITED,E,TRUE,LYNEMOUTH GENERATOR 3,EPUKI,-20,140,P,-0.0004839,-8,-8,56,56,TRUE,FALSE,_F,_F - Northern,
SGRWO-4,T_SGRWO-4,48W00000SGRWO-4F,WIND,Seagreen Wind Energy Limited,T,TRUE,Seagreen1 Offshore WF 4,SWEL001,-2.6,140,P,-0.0560366,-1.04,-1.04,56,56,TRUE,FALSE,,,
DBAWO-5,T_DBAWO-5,48W00000DBAWO-5B,WIND,Doggerbank OWF Project 1,T,TRUE,Dogger Bank A Offshore WF 5,DBNKOWF1,-1,138.2,P,0.0044623,-0.4,-0.4,55.28,55.28,TRUE,FALSE,,,
SWT-OCT01,2__LMRCY000,,,Octopus Energy Limited,G,TRUE,2__LMRCY000,MERCURY,-355.113,137.8,C,0.024847,-143.785,-150.532,55.795,58.413,FALSE,FALSE,_L,South Western,
EAS-TFE01,2__ATGPL000,,,TotalEnergies Gas & Power Ltd,G,TRUE,2__ATGPL000,TFEGP,-304.203,132,C,0.0083715,-176.468,-125.94,76.573,54.648,FALSE,FALSE,_A,Eastern GSP Group,
HADHW-1,T_HADHW-1,48W00000HADHW-1J,WIND,SSE Renewables Wind Farms,T,TRUE,Hadyard Hill Wind Farm,SSERWFL,-0.66,130,P,-0.0377779,-0.264,-0.264,52,52,TRUE,FALSE,,,
CRUA-2,T_CRUA-2,48W000000CRUA-24,PS,Drax Pumped Storage Limited,T,TRUE,T_CRUA-2,DPSL,-134,124.76,C,-0.0377779,3.484,3.484,-3.244,-3.244,FALSE,FALSE,,,
CRUA-1,T_CRUA-1,48W000000CRUA-16,PS,Drax Pumped Storage Limited,T,TRUE,T_CRUA-1,DPSL,-134,123,C,-0.0377779,4.007,4.007,-3.678,-3.678,FALSE,FALSE,,,
VKNGW-1,T_VKNGW-1,48W00000VKNGW-14,WIND,Viking Energy Wind Farm LLP,T,TRUE,Viking Energy Windfarm BMU-1,VIKING,-3,121.8,P,-0.0560366,-1.2,-1.2,48.72,48.72,TRUE,FALSE,,,
VKNGW-2,T_VKNGW-2,48W00000VKNGW-22,WIND,Viking Energy Wind Farm LLP,T,TRUE,Viking Energy Windfarm BMU-2,VIKING,-3,121.8,P,-0.0560366,-1.2,-1.2,48.72,48.72,TRUE,FALSE,,,
VKNGW-3,T_VKNGW-3,48W00000VKNGW-30,WIND,Viking Energy Wind Farm LLP,T,TRUE,Viking Energy Windfarm BMU-3,VIKING,-3,121.8,P,-0.0560366,-1.2,-1.2,48.72,48.72,TRUE,FALSE,,,
VKNGW-4,T_VKNGW-4,48W00000VKNGW-4Z,WIND,Viking Energy Wind Farm LLP,T,TRUE,Viking Energy Windfarm BMU-4,VIKING,-3,121.8,P,-0.0560366,-1.2,-1.2,48.72,48.72,TRUE,FALSE,,,
YEP-HVN01,2__MHAVE000,,,Drax Energy Solutions Limited,G,TRUE,2__MHAVE000,HAVEN,0,120.24,C,0.0044623,0,0,25.25,25.25,FALSE,FALSE,_M,Yorkshire,
BLLA-1,T_BLLA-1,48W000000BLLA-1K,WIND,SP Renewables (UK) Limited,T,TRUE,T_BLLA-1,SPCRE01,-3,118,P,-0.0377779,-1.2,-1.2,47.2,47.2,TRUE,FALSE,,,
EMD-TFE01,2__BTGPL000,,,TotalEnergies Gas & Power Ltd,G,TRUE,2__BTGPL000,TFEGP,-317.167,114.755,C,0.0149883,-179.104,-114.973,64.802,41.599,FALSE,FALSE,_B,East Midlands,
RREW-1,T_RREW-1,48W000000RREW-14,WIND,RWE Renewables UK Robin Rigg,T,TRUE,T_RREW-1,ROBINRIG,-6,114.293,P,0.0039537,-2.4,-2.4,45.717,45.717,TRUE,FALSE,,,
ARCHW-1,T_ARCHW-1,48W10000ARCHW-1N,WIND,SP Renewables (UK) Limited,T,TRUE,Arecleoch,SPCRE01,-3,114,P,-0.0377779,-1.2,-1.2,45.6,45.6,TRUE,FALSE,,,
SSC-HVN01,2__NHAVE000,,,Drax Energy Solutions Limited,G,TRUE,2__NHAVE000,HAVEN,0,113.1,C,-0.0377779,0,0,23.751,23.751,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
CLVHS-1,T_CLVHS-1,48W00000CLVHS-11,OTHER,Cleve Hill Solar Park,T,TRUE,Cleve Hill Solar 1,CHSP2024,-0.6,112,P,0.0136162,-0.24,-0.24,44.8,44.8,TRUE,FALSE,,,
EAS-ENR01,2__AENRD000,,,British Gas Trading Ltd,G,TRUE,2__AENRD000,BRITGAS,-274.306,112,C,0.0083715,-135.343,-94.114,55.261,38.427,FALSE,FALSE,_A,Eastern GSP Group,
HMGTO-2,T_HMGTO-2,48W00000HMGTO-2Z,WIND,RWE Renewables UK Humber Wind,T,TRUE,Humber Offshore Wind Farm BMU2,HMBRWNDL,-6.2,111,P,0.0044623,-2.48,-2.48,44.4,44.4,TRUE,FALSE,,,
BEINW-1,T_BEINW-1,48W00000BEINW-1G,WIND,Beinneun Wind Farm Ltd,T,TRUE,Beinneun Wind farm,BWF2016,-0.8,108.8,P,-0.0560366,-0.32,-0.32,43.52,43.52,TRUE,FALSE,,,
AG-NHAV02,2__NHPOW002,,,Drax Energy Solutions Limited,S,TRUE,2__NHPOW002,HAVEN,0,108,C,-0.0377779,0,0,28.922,28.922,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
BHLAW-1,T_BHLAW-1,48W00000BHLAW-15,WIND,SSE Generation Ltd,T,TRUE,Bhlaraidh Windfarm 1,SSEGEN,-2,108,P,-0.0560366,-0.8,-0.8,43.2,43.2,TRUE,FALSE,,,
DDGNO-1,T_DDGNO-1,48W00000DDGNO-1E,WIND,Dudgeon Offshore Wind Ltd,T,TRUE,Dudgeon Generator BMU 1,DUDGEON,-1.818,108,P,0.0083715,-0.727,-0.727,43.2,43.2,TRUE,FALSE,,,
GNFSW-1,T_GNFSW-1,48W00000GNFSW-1H,WIND,Gunfleet Sands Limited,T,TRUE,Gunfleet Sands 1,DONG005,-2,108,P,0.0083715,-0.8,-0.8,43.2,43.2,TRUE,FALSE,,,
HMGTO-1,T_HMGTO-1,48W00000HMGTO-10,WIND,RWE Renewables UK Humber Wind,T,TRUE,Humber Offshore Wind Farm BMU1,HMBRWNDL,-6,108,P,0.0044623,-2.4,-2.4,43.2,43.2,TRUE,FALSE,,,
STLGW-1,T_STLGW-1,48W00000STLGW-1E,WIND,Stronelairg Windfarm Limited,T,TRUE,Stronelairg Windfarm 1,STLG,-2,108,P,-0.0560366,-0.8,-0.8,43.2,43.2,TRUE,FALSE,,,
STLGW-2,T_STLGW-2,48W00000STLGW-2C,WIND,Stronelairg Windfarm Limited,T,TRUE,Stronelairg Windfarm 2,STLG,-2,108,P,-0.0560366,-0.8,-0.8,43.2,43.2,TRUE,FALSE,,,
STLGW-3,T_STLGW-3,48W00000STLGW-3A,WIND,Stronelairg Windfarm Limited,T,TRUE,Stronelairg Windfarm 3,STLG,-2,108,P,-0.0560366,-0.8,-0.8,43.2,43.2,TRUE,FALSE,,,
LIMKW-1,T_LIMKW-1,48W00000LIMKW-1A,WIND,Limekiln Extension Ltd,T,TRUE,Limekiln Wind Farm,LMKEXTWF,-1,106,P,-0.0560366,-0.4,-0.4,42.4,42.4,TRUE,FALSE,,,
NOKYW-1,T_NOKYW-1,,WIND,North Kyle Wind farm Ltd,T,TRUE,North Kyle Wind Farm-1,NKWFL,-2,106,P,-0.0377779,-0.8,-0.8,42.4,42.4,TRUE,FALSE,,,
NOKYW-2,T_NOKYW-2,,WIND,North Kyle Wind farm Ltd,T,TRUE,North Kyle Wind Farm-2,NKWFL,-2,106,P,-0.0377779,-0.8,-0.8,42.4,42.4,TRUE,FALSE,,,
LKSDB-1,T_LKSDB-1,48W00000LKSDB-15,OTHER,Lakeside Energy Storage Ltd,T,TRUE,Lakeside  BESS,LAKESIDE,-99.9,105,P,0.0044623,-39.96,-39.96,42,42,TRUE,FALSE,,,
CRUA-4,T_CRUA-4,48W000000CRUA-40,PS,Drax Pumped Storage Limited,T,TRUE,T_CRUA-4,DPSL,-120,104,C,-0.0377779,3.06,3.06,-2.652,-2.652,FALSE,FALSE,,,
GRIFW-2,T_GRIFW-2,48W00000GRIFW-2Y,WIND,Griffin Wind Farm Ltd,T,TRUE,Griffin Wind Farm 2,GRWL,-3,104,P,-0.0560366,-1.2,-1.2,41.6,41.6,TRUE,FALSE,,,
SSC-NPE01,2__NNATP000,,,Npower Commercial Gas Limited,G,TRUE,NPEC Scottish Power Area NATP,NPOWER02,-186,104,C,-0.0377779,-108.14,-87.253,60.466,48.786,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
DDGNO-3,T_DDGNO-3,48W00000DDGNO-3A,WIND,Dudgeon Offshore Wind Ltd,T,TRUE,Dudgeon Generator BMU 3,DUDGEON,-1.816,102,P,0.0083715,-0.726,-0.726,40.8,40.8,TRUE,FALSE,,,
DDGNO-4,T_DDGNO-4,48W00000DDGNO-48,WIND,Dudgeon Offshore Wind Ltd,T,TRUE,Dudgeon Generator BMU 4,DUDGEON,-1.4,102,P,0.0083715,-0.56,-0.56,40.8,40.8,TRUE,FALSE,,,
DOLLB-1,E_DOLLB-1,,OTHER,Dollymans Storage Limited,E,TRUE,Dollymans Storage,DLMS,-99.9,102,P,0.0083715,-39.96,-39.96,40.8,40.8,TRUE,FALSE,_A,Eastern GSP Group,
GRIFW-1,T_GRIFW-1,48W10000GRIFW-1N,WIND,Griffin Wind Farm Ltd,T,TRUE,Griffin Wind Farm 1,GRWL,-3,102,P,-0.0560366,-1.2,-1.2,40.8,40.8,TRUE,FALSE,,,
AG-HSTK01,2__HSTAT001,,,Statkraft Markets Gmbh,S,TRUE,STAT_H2,STATKRA1,-100,100,C,0.0225389,-0.58,-0.51,0.58,0.51,FALSE,FALSE,_H,Southern,
CRUA-3,T_CRUA-3,48W000000CRUA-32,PS,Drax Pumped Storage Limited,T,TRUE,T_CRUA-3,DPSL,-120,100,C,-0.0377779,2.82,2.82,-2.35,-2.35,FALSE,FALSE,,,
DUNGW-1,T_DUNGW-1,48W00000DUNGW-14,WIND,Dunmaglass Wind Farm Limited,T,TRUE,Dunmglass Windfarm 1,DNMG,-2,100,P,-0.0560366,-0.8,-0.8,40,40,TRUE,FALSE,,,
EAS-AXPO1,2__AAXPO000,,,AXPO UK LIMITED,G,FALSE,2__AAXPO000,EGLUK,-14,100,C,0.0083715,70.647,75.727,-504.62,-540.91,FALSE,FALSE,_A,Eastern GSP Group,
GLNDO-1,T_GLNDO-1,48W00000GLNDO-1G,NPSHYD,SSE Generation Ltd,T,TRUE,Glendoe Generator 1,SSEGEN,-1,100,P,-0.0560366,-0.4,-0.4,40,40,TRUE,FALSE,,,
SWA-TFE01,2__KTGPL000,,,TotalEnergies Gas & Power Ltd,G,TRUE,2__KTGPL000,TFEGP,-112.313,100,C,0.0211515,-70.476,-56.325,62.75,50.15,FALSE,FALSE,_K,South Wales,
AG-HLIM05,2__HANGE005,,,Limejump Energy Limited,S,TRUE,2__HANGE005,ANGEL,-100.493,99.482,C,0.0225389,-39.504,-34.419,39.106,34.073,FALSE,FALSE,_H,Southern,
SWA-HVN01,2__KHAVE000,,,Drax Energy Solutions Limited,G,TRUE,2__KHAVE000,HAVEN,0,99.22,C,0.0211515,0,0,20.836,20.836,FALSE,FALSE,_K,South Wales,
ABRBO-1,T_ABRBO-1,48W00000ABRBO-19,WIND,Aberdeen Offshore Wind Farm,T,TRUE,ABRBO-1,ABERDEEN,-2,99,P,-0.0560366,-0.8,-0.8,39.6,39.6,TRUE,FALSE,,,
FDUNT-1,E_FDUN-1,48W00000FDUNT-15,,Whitetower Energy Limited,E,TRUE,Fort Dunlop,FDUN1,-1,99,C,0.0217983,-0.4,-0.4,39.6,39.6,TRUE,FALSE,_E,Midlands,
EMD-GDF01,2__BRWED000,,,ENGIE Power Limited,G,TRUE,2__BRWED000,RWETDL,-168,96,C,0.0149883,-90.283,-57.12,51.59,32.64,FALSE,FALSE,_B,East Midlands,
YEP-AXPO1,2__MAXPO000,,,AXPO UK LIMITED,G,FALSE,2__MAXPO000,EGLUK,-22,95,C,0.0044623,16.042,18.854,-69.274,-81.415,FALSE,FALSE,_M,Yorkshire,
CAS-BEU01,M_CAS-BEU01,48W000CAS-BEU01F,NPSHYD,SSE Generation Ltd,T,TRUE,Beauly Cascade,SSEGEN,0,93.514,P,-0.0560366,0,0,37.406,37.406,TRUE,FALSE,,,
CREAW-1,T_CREAW-1,,WIND,Creag Riabhach Wind Farm Ltd,T,TRUE,Creag Riabhach Wind Farm,CREAGWF1,-20.137,93,P,-0.0560366,-8.055,-8.055,37.2,37.2,TRUE,FALSE,,,
FAARW-1,T_FARR-1,48W00000FAARW-13,WIND,Smartestenergy Limited,T,TRUE,Farr Unit 1,SMARTEST,-14,92,C,-0.0560366,-5.6,-5.6,36.8,36.8,TRUE,FALSE,,,
FAARW-2,T_FARR-2,48W00000FAARW-21,WIND,Smartestenergy Limited,T,TRUE,Farr Unit 2,SMARTEST,-14,92,C,-0.0560366,-5.6,-5.6,36.8,36.8,TRUE,FALSE,,,
SSC-ENR01,2__NENRD000,,,British Gas Trading Ltd,G,TRUE,2__NENRD000,BRITGAS,-141.161,92,C,-0.0377779,-74.18,-56.563,48.346,36.864,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
FFES-2,T_FFES-2,48W000000FFES-2Q,PS,First Hydro Company,T,TRUE,Ffestioniog 2,FSTHYDRO,-75,91.875,P,0.01133,-30,-30,36.75,36.75,TRUE,FALSE,,,
FFES-1,T_FFES-1,48W000000FFES-1S,PS,First Hydro Company,T,TRUE,Ffestioniog 1,FSTHYDRO,-75,91.033,P,0.01133,-30,-30,36.413,36.413,TRUE,FALSE,,,
